Id	CAS	SMILES	Status	Experimental value 	Predicted value 
59	N.A.	O=C1NC(=O)N(C=C1C)C2OC(CO)C(NN=N)C2	Training	Toxic	Toxic
60	N.A.	O=C(N)N(O)C(c2cc1ccccc1s2)C	Training	Toxic	Toxic
61	N.A.	OC3C(=C)C(=CC=C1CCCC2(C)(C1CCC2(C(C)CCCC(C)C)))CC(O)C3	Training	Toxic	Unknown
62	N.A.	O=C(O)C(C(C(=O)O)S)S	Test	Toxic	Unknown
63	N.A.	O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]	Training	Toxic	Unknown
64	N.A.	OCC1OC(O)CC(O)C1(O)	Training	Toxic	Unknown
65	N.A.	O=C1NC(=O)N(C=C1C)C2OC(CO)C(O)C2(F)	Training	Toxic	Toxic
66	N.A.	Oc1cc2c(cc1(OC))C3CCC4(C)(C(O)CCC4(C3(CC2)))	Training	Toxic	NON-Toxic
67	N.A.	Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(c3ccccc3)CC	Test	Toxic	Unknown
68	N.A.	O=C1NC=C(F)C(=O)N1	Training	Toxic	Unknown
69	N.A.	O=C1N=C(N=CN1C2OC(CO)C(O)C2(O))N	Training	Toxic	Unknown
70	N.A.	O=C1NC(=O)N(C=C1(F))C2OC(CO)C(O)C2	Training	Toxic	Toxic
71	N.A.	n1cnc(c2NCNc12)S	Training	Toxic	Unknown
72	N.A.	O=C1c3ccccc3(OC(O)=C1C(c2ccc(cc2)[N+](=O)[O-])CC(=O)C)	Test	Toxic	Toxic
73	N.A.	O=C(Nc1nnc(s1)S(=O)(=O)N)C	Training	Toxic	Toxic
75	N.A.	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(=O)C	Training	Toxic	Toxic
76	N.A.	O=C(O)C(NC(=O)C)CS	Training	Toxic	Unknown
77	N.A.	O=C(O)c1ccccc1(OC(=O)C)	Training	Toxic	Unknown
78	N.A.	O=C(O)C=C(C=CC=C(C=Cc1c(cc(OC)c(c1C)C)C)C)C	Test	Toxic	Toxic
79	N.A.	O=C(OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn2cnc1c(ncnc12)N)C(C)(C)C	Training	Toxic	Toxic
80	N.A.	OC1N5C3CC(C1(CC))C6C(O)C4(c2ccccc2N(C)C34)(CC56)	Training	Toxic	Toxic
81	N.A.	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC4C(NC(=O)C(NC(=O)C(N)C)C)C4(C3))c5ccc(F)cc5(F)	Training	Toxic	Toxic
82	N.A.	O=C(OC)Nc1nc2ccc(cc2([nH]1))SCCC	Training	Toxic	Toxic
83	N.A.	O=C(NCCCN(C1NC(N)c2cc(OC)c(OC)cc2(N1))C)C3OCCC3	Test	Toxic	Toxic
85	N.A.	c1ccc(cc1)CCCN(CC)CCCc2ccccc2	Training	Toxic	Unknown
86	N.A.	O=C(NC3CC(N)C(OC1OC(CN)C(O)C(O)C1(O))C(O)C3(OC2OC(CO)C(O)C(N)C2(O)))C(O)CCN	Training	Toxic	Toxic
87	N.A.	O=C(NC(=N)N)c1nc(c(nc1(N))N)Cl	Training	Toxic	Toxic
88	N.A.	O=C(O)CCCCCCNC3c1ccccc1CCc2ccccc23	Training	Toxic	Toxic
90	N.A.	O=C2C1NCNC1N(C(=O)N2C)C	Test	Toxic	Unknown
91	N.A.	O=C2C(=C(N(N2(c1ccccc1))C)C)N(C)C	Training	Toxic	Unknown
92	N.A.	c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2CC3	Training	Toxic	Toxic
93	N.A.	Oc1ccc(cc1CN(CC)CC)Nc3ccnc2cc(ccc23)Cl	Training	Toxic	Toxic
95	N.A.	O=C(O)C3C(O)CC2(O)(OC3(CC(OC1OC(C)C(O)C(N)C1(O))C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(OC(=O)CC(O)CC(O)CCC(O)C(O)CC(O)C2)C))	Training	Toxic	Unknown
96	N.A.	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Test	Toxic	Toxic
97	N.A.	O=C(OC1COCC1)NC(Cc2ccccc2)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3	Training	Toxic	Toxic
98	N.A.	O=S(=O)(Nc4ccc(Nc2c3ccccc3(nc1ccccc12))c(OC)c4)C	Training	Toxic	Toxic
99	N.A.	Oc2cccc3cc1cccc(O)c1c(O)c23	Training	Toxic	Unknown
100	N.A.	O=C1C(O)=C(O)OC1C(O)CO	Training	Toxic	Toxic
101	N.A.	O=C(OC)NC(C(=O)NN(Cc1ccc(cc1)c2ncccc2)CC(O)C(NC(=O)C(NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C	Test	Toxic	Toxic
102	N.A.	N(CC)(CC)CCCN1CCC2(C1)(CCC(CCC)(CCC)CC2)	Training	Toxic	Unknown
103	N.A.	O(c1ccccc1C)C(c2ccccc2)CCNC	Training	Toxic	Unknown
104	N.A.	O=C(NS(=O)(=O)Oc1c(cccc1C(C)C)C(C)C)Cc2c(cc(cc2C(C)C)C(C)C)C(C)C	Training	Toxic	Toxic
105	N.A.	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)NCC1)c2ccccc2)C3SC4(C)(C)	Training	Toxic	Toxic
106	N.A.	O=C(O)CCCc2nc1cc(ccc1n2C)N(CCCl)CCCl	Test	Toxic	Toxic
107	N.A.	O=C(O)COc1nn(c2ccccc12)Cc3ccccc3	Training	Toxic	Toxic
108	N.A.	O=C(O)C(c1ccc2oc(nc2(c1))c3ccc(cc3)Cl)C	Training	Toxic	Unknown
109	N.A.	O=C(c1ccc(O)cc1)c2c3ccccc3(oc2CC)	Training	Toxic	Unknown
110	N.A.	O=C(c1cc(c(O)c(c1)Br)Br)c2c3ccccc3(oc2CC)	Training	Toxic	Unknown
111	N.A.	C(=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C=C(C=CC=C(C=CC2=C(C)CCCC2(C)C)C)C	Test	Toxic	Toxic
112	N.A.	O=C2C(=O)C1=C(OC(C)(C)CC1)c3ccccc23	Training	Toxic	Toxic
113	N.A.	OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCC(CC)C(C)C))C3(C)CC4	Training	Toxic	Toxic
114	N.A.	O=C(O)C25(CCC(C(=C)C)C5(C3CCC1C4(C)(CCC(O)C(C)(C)C4(CCC1(C)C3(C)(CC2)))))	Training	Toxic	NON-Toxic
115	N.A.	O=C(O)C(Oc1ccc(cc1)CCNC(=O)c2ccc(cc2)Cl)(C)C	Training	Toxic	Toxic
116	N.A.	O=C1NC2CSC(CCCCC(=O)O)C2(N1)	Test	Toxic	Unknown
117	N.A.	O=C(O)c6nc(c5nc(CCNC(=O)C(NC(=O)C(C)C(O)C(NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(NCC(N)C(=O)N)CC(=O)N)C(OC3OC(CO)C(O)C(O)C3(OC2OC(CO)C(O)C(OC(=O)N)C2(O)))c4cnc[nH]4)C)C(O)C)sc5)sc6	Training	Toxic	Toxic
118	N.A.	O=C(NC(C(=O)NC(B(O)O)CC(C)C)Cc1ccccc1)c2nccnc2	Training	Toxic	Toxic
119	N.A.	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ncccn3)c4ccc(cc4)C(C)(C)C	Training	Toxic	Toxic
120	N.A.	O=C(O)Cc2cccc(C(=O)c1ccc(cc1)Br)c2(N)	Training	Toxic	Toxic
121	N.A.	O=C(N)NC(=O)C(C(C)C)Br	Test	Toxic	Unknown
122	N.A.	O=C(OC2C(OC1COP(=O)(O)OC12)n4cnc3c(ncnc34)NC(=O)CCC)CCC	Training	Toxic	Toxic
123	N.A.	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	Toxic	Unknown
124	N.A.	O=C1NC(=O)C(C(=O)N1)(CC=C)CC(C)C	Training	Toxic	NON-Toxic
125	N.A.	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	Toxic	Unknown
126	N.A.	O=C2OCC=1C(=O)N4C(=CC=1C2(O)CC)C3Nc5ccccc5(CC3C4)	Test	Toxic	Unknown
127	N.A.	O=C(OC(OC(=O)c2cccc1nc(OCC)n(c12)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4))C)OC6CCCCC6	Training	Toxic	Toxic
128	N.A.	Oc1cc(cc(O)c1C2C=C(C)CCC2(C(=C)C))CCCCC	Training	Toxic	Unknown
129	N.A.	O=C1N=C(NC(=O)OCCCCC)C(F)=CN1C2OC(C)C(O)C2(O)	Training	Toxic	Toxic
130	N.A.	O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C	Training	Toxic	Toxic
131	N.A.	O=C(N)N2c3ccccc3(C=Cc1ccccc12)	Test	Toxic	Toxic
132	N.A.	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccccc3	Training	Toxic	Toxic
133	N.A.	O=C(OCC)N1C=CN(C1=S)C	Training	Toxic	Unknown
134	N.A.	O=C(O)C1(C(=O)O)(CCC1)	Training	Toxic	Unknown
135	N.A.	O=NN(C(=O)NCCCl)CCCl	Training	Toxic	Toxic
137	N.A.	Oc3cc(O)c2c(OC(c1ccc(O)c(O)c1)C(O)C2)c3	Test	Toxic	Toxic
138	N.A.	O=C(O)C4=C(CSc1nnc(C)s1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2))	Training	Toxic	Toxic
139	N.A.	O=S(=O)(N)c1ccc(cc1)n3nc(cc3(c2ccc(cc2)C))C(F)(F)F	Training	Toxic	Toxic
140	N.A.	O=C(O)C4=C(C[n+]1ccccc1)CSC3N4(C(=O)C3(NC(=O)Cc2cccs2))	Training	Toxic	Toxic
141	N.A.	O=C(O)C2=C(COC(=O)C)CSC1N2(C(=O)C1(NC(=O)CCCC(N)C(=O)O))	Training	Toxic	Toxic
142	N.A.	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)Cc1cccs1))	Test	Toxic	Toxic
144	N.A.	OC(O)C(Cl)(Cl)Cl	Training	Toxic	Unknown
145	N.A.	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	Toxic	Toxic
146	N.A.	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	Toxic	Toxic
147	N.A.	N=C(Nc1ccc(cc1)Cl)NC(=N)NC(C)C	Training	Toxic	Toxic
148	N.A.	O=C(OC3(C(=O)C)(CCC2C4C=C(C1=CC(=O)CCC1(C)C4(CCC23(C)))Cl))C	Test	Toxic	Toxic
149	N.A.	n1csc(c1C)CCCl	Training	Toxic	Unknown
150	N.A.	O=C2N(C)C(c1ccc(cc1)Cl)S(=O)(=O)CC2	Training	Toxic	Unknown
151	N.A.	C1CC(NC(C)CCCN(CC)CC)c2ccc(cc2(N1))Cl	Training	Toxic	Toxic
152	N.A.	n1ccccc1C(c2ccc(cc2)Cl)CCN(C)C	Training	Toxic	Toxic
153	N.A.	c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C	Test	Toxic	Unknown
154	N.A.	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	Toxic	Toxic
155	N.A.	Oc1nc2cc(ccc2(o1))Cl	Training	Toxic	Unknown
156	N.A.	O=C(c1ccc(OC(C(=O)NCCS(=O)(=O)O)(C)C)cc1)c2ccc(cc2)Cl	Training	Toxic	Toxic
157	N.A.	N#CNC(=NC)NCCSCc1nc[nH]c1C	Training	Toxic	Toxic
158	N.A.	O=C(O)c2cc(nc1ccccc12)c3ccccc3	Test	Toxic	Toxic
159	N.A.	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	Toxic	Toxic
160	N.A.	O=C(O)C2C(OC1N2(C(=O)C1))=CCO	Training	Toxic	Toxic
161	N.A.	O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Training	Toxic	Toxic
162	N.A.	O=C3N(c1ccccc1)c2cc(ccc2N(C(=O)C3)C)Cl	Training	Toxic	Unknown
163	N.A.	FC3C(O)C(OC3(n2cnc1c(nc(nc12)Cl)N))CO	Test	Toxic	Unknown
164	N.A.	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	Toxic	Toxic
165	N.A.	O=C(OC)C(c1ccccc1Cl)N3Cc2ccsc2CC3	Training	Toxic	Toxic
166	N.A.	O=C2N(c1c(cc(CC)s1)C(=NC2)c3ccccc3Cl)C	Training	Toxic	Toxic
167	N.A.	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccc(O)cc1)C2SC3(C)(C)	Training	Toxic	Toxic
168	N.A.	O=C(OC2CC1N(C)C(CC1)C2(C(=O)OC))c3ccccc3	Test	Toxic	Unknown
169	N.A.	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	Toxic	Unknown
170	N.A.	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C)	Training	Toxic	Toxic
171	N.A.	O=C(C=Cc1ccc(O)c(OC)c1)CC(=O)C=Cc2ccc(O)c(OC)c2	Training	Toxic	Unknown
172	N.A.	OC6CC5=CCC4C3C(=C(C)C2(OC1CC(C)CNC1C2(C))(CC3))CC4C5(C)CC6	Training	Toxic	Toxic
173	N.A.	O=P1(OCCCN1)N(CCCl)CCCl	Test	Toxic	Toxic
174	N.A.	O=C1NC(C(=O)NC(C(=O)N(C)C(C(=O)NC(C(=O)NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)C1)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C)C)CC(C)C)C(C)C)CC(C)C	Training	Toxic	Toxic
175	N.A.	c1ccc3c(c1)C=Cc2ccccc2C3=C4CCN(C)CC4	Training	Toxic	Toxic
176	N.A.	O=C(OC4(C(=O)C)(CCC3C5C=C(C2=CC(=O)C1CC1C2(C)C5(CCC34(C)))Cl))C	Training	Toxic	Toxic
177	N.A.	O=C(N)c1nc[nH]c1(N=NN(C)C)	Training	Toxic	Toxic
178	N.A.	C#CC3(O)(CCC2C4CCC1=CC5ON=CC5(CC1(C)C4(CCC23(C))))	Test	Toxic	Unknown
179	N.A.	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	Toxic	Toxic
180	N.A.	O=C1N=C(N=CN1C2OC(CO)C(O)C2)N	Training	Toxic	Unknown
181	N.A.	O=C(O)c1ccc(cc1)n3nc(nc3(c2ccccc2(O)))c4ccccc4(O)	Training	Toxic	Toxic
182	N.A.	O=C(NCCCCCN(O)C(=O)C)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	Training	Toxic	Toxic
184	N.A.	C#CC3(O)(CCC2C4CCC1=CCCCC1C4(C(=C)CC23(CC)))	Test	Toxic	Unknown
185	N.A.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	Toxic	Unknown
186	N.A.	O(c1ccc2c(c1)C34(CCN(C)C(C2)C4(CCCC3)))C	Training	Toxic	Unknown
187	N.A.	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Training	Toxic	NON-Toxic
188	N.A.	O=S2(O)(=NC(=Nc1ccc(cc12)Cl)C)	Training	Toxic	Unknown
189	N.A.	O=C1c4ccccc4(OC(O)=C1CC2=C(O)Oc3ccccc3(C2(=O)))	Test	Toxic	Unknown
190	N.A.	O=P(O)(O)Oc1ccc(cc1)C(=C(c2ccc(OP(=O)(O)O)cc2)CC)CC	Training	Toxic	Unknown
191	N.A.	N=C1NNC(=N)c2ccccc12	Training	Toxic	Unknown
192	N.A.	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C)C7CN(C)C8Cc6c[nH]c5cccc(c56)C8(C7)	Training	Toxic	Toxic
193	N.A.	O=S(C)C	Training	Toxic	Unknown
194	N.A.	OCCN(c3nc1c(nc(nc1N2CCCCC2)N(CCO)CCO)c(n3)N4CCCCC4)CCO	Test	Toxic	Unknown
195	N.A.	O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)O	Training	Toxic	Unknown
196	N.A.	O=C(OC(C(C=CC=C)C)C(C)C(O)C(C)CC(=CC(C)C(O)C(C=CC(O)CC1OC(=O)C(C)C(O)C1(C))C)C)N	Training	Toxic	Toxic
197	N.A.	O=C(N)C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C	Training	Toxic	Toxic
198	N.A.	O=C(O)CCC=CCC=CCC=CCC=CCC=CCC=CCC	Training	Toxic	Unknown
199	N.A.	Oc1ccc(cc1(O))CCN	Test	Toxic	Unknown
200	N.A.	c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2SC3	Training	Toxic	Toxic
201	N.A.	O=C2N(CC)CC(CCN1CCOCC1)C2(c3ccccc3)c4ccccc4	Training	Toxic	Toxic
202	N.A.	O=C1NC(=O)C(C=C1(F))C2OC(C)C(O)C2(O)	Training	Toxic	Toxic
203	N.A.	O=C1c5cccc(OC)c5(C(=O)C2C(O)=C4C(=C(O)C12)CC(O)(C(=O)CO)CC4(OC3OC(C)C(O)C(N)C3))	Training	Toxic	Toxic
205	N.A.	O=C3C(=C(O)N)C(=O)C4(O)(C(=O)C2=C(O)c1c(O)cccc1C(C)C2C(O)C4(C3N(C)C))	Test	Toxic	Toxic
206	N.A.	O(c1cccc2ccccc12)C(c3cccs3)CCNC	Training	Toxic	Toxic
207	N.A.	O=C4C=C3C=CC1C(CCC2(C)(C(C(=O)C)CCC12))C3(C)CC4	Training	Toxic	Unknown
208	N.A.	O=C(Oc2c(c1OCOc1c6c2C9C5N(C(O)C4N(C)C5(c3c(O)c(OC)c(cc3C4)C))C6COC(=O)C8(NCCc7cc(O)c(OC)cc78)CS9)C)C	Training	Toxic	Toxic
209	N.A.	O=C2OC(C#CC1CC1)(c3cc(ccc3(N2))Cl)C(F)(F)F	Training	Toxic	Unknown
210	N.A.	O=C(O)CCCC=CCC=CCC=CCC=CCC=CCC	Test	Toxic	Unknown
211	N.A.	O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))C)CCc2ccccc2	Training	Toxic	Toxic
212	N.A.	FC(F)OC(F)(F)C(F)Cl	Training	Toxic	Toxic
213	N.A.	O=C(O)C4(C)(CCC5(C)(CCC2(C(=CC(=O)C1C3(C)(CCC(O)C(C)(C)C3(CCC12(C))))C5(C4))(C)))	Training	Toxic	Toxic
214	N.A.	N#CC(=Cc1cc(O)c(O)c(c1)[N+](=O)[O-])C(=O)N(CC)CC	Training	Toxic	Toxic
215	N.A.	O=C3N=C(N)Nc1c3(ncn1C2C(=C)C(CO)C(O)C2)	Test	Toxic	Unknown
216	N.A.	OC(c1ccccc1)C(NC)C	Training	Toxic	Unknown
217	N.A.	Oc1ccc(cc1(O))C(O)CNC	Training	Toxic	Unknown
218	N.A.	O=C(O)CCCCCN	Training	Toxic	Unknown
219	N.A.	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C)C8C=C7c6cccc5[nH]cc(c56)CC7N(C)C8	Training	Toxic	Toxic
220	N.A.	O=C(OC1C(OC(C)CC1(N(C)C))OC3C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C(C(=O)OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC3(O)(C))C)C)CC	Test	Toxic	Toxic
221	N.A.	O=C(OCC)CCC(=O)OC1C(OC(C)CC1(N(C)C))OC3C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C(C(=O)OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC3(O)(C))C)C	Training	Toxic	Toxic
222	N.A.	O=C3OC(CC)C(O)(C)CC(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))CC(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	Toxic	Toxic
224	N.A.	O=S(c1nc2cc(OC)ccc2([nH]1))Cc3ncc(c(OC)c3C)C	Training	Toxic	Toxic
