Id	CAS	SMILES	Status	Experimental value 	Predicted value 
102	61702-44-1	Nc1ccc(N)c(c1)Cl	Training	Mutagenic	Mutagenic
103	94-20-2	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	NON-Mutagenic	NON-Mutagenic
104	56-72-4	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Training	NON-Mutagenic	Mutagenic
105	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	NON-Mutagenic	NON-Mutagenic
106	262-12-4	O1c3ccccc3(Oc2ccccc12)	Training	NON-Mutagenic	NON-Mutagenic
107	62-73-7	O=P(OC=C(Cl)Cl)(OC)OC	Training	Mutagenic	Mutagenic
108	1212-29-9	N(C(NC1CCCCC1)=S)C2CCCCC2	Training	NON-Mutagenic	NON-Mutagenic
109	60-51-5	O=C(NC)CSP(OC)(OC)=S	Training	Mutagenic	NON-Mutagenic
110	54150-69-5	O(c1ccc(N)c(OC)c1)C	Training	Mutagenic	Mutagenic
111	120-61-6	O=C(OC)c1ccc(cc1)C(=O)OC	Training	NON-Mutagenic	NON-Mutagenic
112	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	Mutagenic	Mutagenic
113	78-34-2	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	Mutagenic	NON-Mutagenic
114	72-20-8	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	Mutagenic
115	536-33-4	n1ccc(cc1CC)C(N)=S	Training	NON-Mutagenic	NON-Mutagenic
116	75-47-8	C(I)(I)I	Training	Mutagenic	Mutagenic
117	434-13-9	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	NON-Mutagenic	NON-Mutagenic
118	1634-78-2	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	NON-Mutagenic	Mutagenic
119	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	NON-Mutagenic	NON-Mutagenic
121	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	NON-Mutagenic	NON-Mutagenic
122	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	Mutagenic	Mutagenic
124	1465-25-4	NCCNc2cccc1ccccc12	Training	Mutagenic	NON-Mutagenic
125	619-17-0	O=C(O)c1ccc(cc1(N))[N+](=O)[O-]	Training	Mutagenic	Mutagenic
126	86-57-7	O=[N+]([O-])c2cccc1ccccc12	Training	Mutagenic	Mutagenic
127	99-56-9	O=[N+]([O-])c1ccc(N)c(N)c1	Training	Mutagenic	Mutagenic
128	504-88-1	O=C(O)CC[N+](=O)[O-]	Training	Mutagenic	NON-Mutagenic
129	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
130	834-28-6	N=C(N)NC(=N)NCCc1ccccc1	Training	NON-Mutagenic	NON-Mutagenic
131	624-18-0	Nc1ccc(N)cc1	Training	Mutagenic	Mutagenic
132	89-25-8	O=C1N(N=C(C)C1)c2ccccc2	Training	NON-Mutagenic	NON-Mutagenic
133	101-54-2	Nc1ccc(cc1)Nc2ccccc2	Training	NON-Mutagenic	Mutagenic
134	103-85-5	NC(Nc1ccccc1)=S	Training	NON-Mutagenic	NON-Mutagenic
135	88-96-0	O=C(N)c1ccccc1(C(=O)N)	Training	NON-Mutagenic	NON-Mutagenic
136	85-44-9	O=C1OC(=O)c2ccccc12	Training	NON-Mutagenic	NON-Mutagenic
137	51-03-6	O1c2cc(c(cc2(OC1))CCC)COCCOCCOCCCC	Training	NON-Mutagenic	NON-Mutagenic
138	2783-94-0	O=S(=O)([O-])c3ccc(N=Nc1c(O)ccc2cc(ccc12)S(=O)(=O)[O-])cc3	Training	NON-Mutagenic	NON-Mutagenic
139	2438-88-2	O=[N+]([O-])c1c(c(c(OC)c(c1Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
140	97-77-8	C(N(CC)CC)(=S)SSC(N(CC)CC)=S	Training	NON-Mutagenic	NON-Mutagenic
141	1156-19-0	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	Mutagenic	Mutagenic
142	64-77-7	O=C(NCCCC)NS(=O)(=O)c1ccc(cc1)C	Training	NON-Mutagenic	NON-Mutagenic
144	150-38-9	O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]	Training	NON-Mutagenic	NON-Mutagenic
145	73-22-3	O=C(O)C(N)Cc2c[nH]c1ccccc12	Training	NON-Mutagenic	NON-Mutagenic
146	117-79-3	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	Mutagenic	Mutagenic
147	17026-81-2	O=C(Nc1ccc(OCC)c(N)c1)C	Training	Mutagenic	Mutagenic
148	132-32-1	Nc1ccc3c(c1)c2ccccc2n3CC	Training	Mutagenic	Mutagenic
149	82-28-0	O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	Mutagenic	Mutagenic
150	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	Mutagenic	Mutagenic
151	121-66-4	O=[N+]([O-])c1cnc(N)s1	Training	Mutagenic	Mutagenic
152	142-04-1	Nc1ccccc1	Training	NON-Mutagenic	Mutagenic
153	134-29-2	O(c1ccccc1(N))C	Training	Mutagenic	Mutagenic
154	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Training	Mutagenic	Mutagenic
155	103-33-3	N(=Nc1ccccc1)c2ccccc2	Training	Mutagenic	Mutagenic
156	95-14-7	n1nc2ccccc2([nH]1)	Training	Mutagenic	NON-Mutagenic
157	109-69-3	CCCCCl	Training	NON-Mutagenic	Mutagenic
158	156-62-7	N#CN=[Ca]	Training	Mutagenic	NON-Mutagenic
159	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
160	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
161	20265-96-7	Nc1ccc(cc1)Cl	Training	Mutagenic	Mutagenic
162	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	NON-Mutagenic	NON-Mutagenic
164	6959-48-4	n1cccc(c1)CCl	Training	Mutagenic	Mutagenic
165	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	Mutagenic	Mutagenic
166	95-83-0	Nc1ccc(cc1(N))Cl	Training	Mutagenic	Mutagenic
167	1897-45-6	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
168	95-74-9	Nc1ccc(c(c1)Cl)C	Training	NON-Mutagenic	Mutagenic
169	3165-93-3	Nc1ccc(cc1C)Cl	Training	NON-Mutagenic	Mutagenic
170	95-79-4	Nc1cc(ccc1C)Cl	Training	NON-Mutagenic	Mutagenic
171	87-29-6	O=C(OCC=Cc1ccccc1)c2ccccc2(N)	Training	NON-Mutagenic	Mutagenic
172	102-50-1	O(c1ccc(N)c(c1)C)C	Training	Mutagenic	Mutagenic
173	120-71-8	O(c1ccc(cc1(N))C)C	Training	Mutagenic	Mutagenic
174	135-20-6	O=NN([O-])c1ccccc1	Training	Mutagenic	Mutagenic
175	80-08-0	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	NON-Mutagenic	Mutagenic
176	72-55-9	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
177	1163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	NON-Mutagenic	NON-Mutagenic
178	615-05-4	O(c1ccc(N)cc1(N))C	Training	Mutagenic	Mutagenic
179	95-80-7	Nc1ccc(c(N)c1)C	Training	Mutagenic	Mutagenic
180	33857-26-0	O1c3ccc(cc3(Oc2ccc(cc12)Cl))Cl	Training	NON-Mutagenic	NON-Mutagenic
181	115-32-2	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
182	105-55-5	N(C(NCC)=S)CC	Training	NON-Mutagenic	NON-Mutagenic
183	91-93-0	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	Mutagenic	Mutagenic
184	597-25-1	O=P(OC)(OC)N1CCOCC1	Training	NON-Mutagenic	Mutagenic
185	123-91-1	O1CCOCC1	Training	NON-Mutagenic	NON-Mutagenic
186	1937-37-7	O=S(=O)([O-])c5cc6cc(c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(N)cc2(N))cc3)c(N)c6(c(O)c5(N=Nc4ccccc4)))S(=O)(=O)[O-]	Training	Mutagenic	Mutagenic
187	2602-46-2	O=S(=O)([O-])c5cc(N)c6c(O)c(N=Nc1ccc(cc1)c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])cc4)c(cc6(c5))S(=O)(=O)[O-]	Training	Mutagenic	Mutagenic
188	16071-86-6	O=C([O-])c7cc(N=Nc1ccc(cc1)c6ccc(N=Nc5c(O)ccc2c5(O[Cu]3Oc4ccc(cc4(N=[N+]23))S(=O)(=O)[O-]))cc6)ccc7(O)	Training	Mutagenic	Mutagenic
189	2475-45-8	O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)	Training	Mutagenic	Mutagenic
190	142-46-1	NC(NNC(N)=S)=S	Training	NON-Mutagenic	Mutagenic
192	72-56-0	c1cc(ccc1CC)C(c2ccc(cc2)CC)C(Cl)Cl	Training	Mutagenic	Mutagenic
193	55-38-9	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Training	NON-Mutagenic	NON-Mutagenic
194	2164-17-2	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	NON-Mutagenic	NON-Mutagenic
195	76-44-8	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
196	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
197	122-66-7	c1ccc(cc1)NNc2ccccc2	Training	Mutagenic	Mutagenic
198	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	NON-Mutagenic	Mutagenic
199	303-34-4	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C	Training	Mutagenic	Mutagenic
200	58-89-9	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
201	101-61-1	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Training	NON-Mutagenic	Mutagenic
202	129-15-7	O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))	Training	Mutagenic	Mutagenic
203	90-94-8	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	Mutagenic	Mutagenic
204	2243-62-1	Nc1cccc2c(N)cccc12	Training	Mutagenic	Mutagenic
205	139-94-6	O=C(Nc1ncc([N+](=O)[O-])s1)NCC	Training	Mutagenic	Mutagenic
206	139-13-9	O=C(O)CN(CC(=O)O)CC(=O)O	Training	NON-Mutagenic	NON-Mutagenic
207	602-87-9	O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	Mutagenic	Mutagenic
208	1777-84-0	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	Mutagenic	Mutagenic
209	94-52-0	O=[N+]([O-])c1ccc2nc[nH]c2(c1)	Training	Mutagenic	Mutagenic
210	99-59-2	O=[N+]([O-])c1ccc(OC)c(N)c1	Training	Mutagenic	Mutagenic
211	5307-14-2	O=[N+]([O-])c1cc(N)ccc1(N)	Training	Mutagenic	Mutagenic
212	156-10-5	O=Nc1ccc(cc1)Nc2ccccc2	Training	Mutagenic	Mutagenic
213	99-55-8	O=[N+]([O-])c1ccc(c(N)c1)C	Training	Mutagenic	Mutagenic
214	56-38-2	O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1	Training	Mutagenic	Mutagenic
215	136-40-3	N(=Nc1ccc(nc1(N))N)c2ccccc2	Training	NON-Mutagenic	Mutagenic
216	3546-10-9	O=C(OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCCC(C)C))C3(C)CC4)Cc5ccc(cc5)N(CCCl)CCCl	Training	NON-Mutagenic	Mutagenic
217	13171-21-6	O=C(C(=C(OP(=O)(OC)OC)C)Cl)N(CC)CC	Training	Mutagenic	Mutagenic
218	120-62-7	O=S(CCCCCCCC)C(C)Cc1ccc2OCOc2(c1)	Training	NON-Mutagenic	NON-Mutagenic
219	1955-45-9	O=C1OCC1(C)C	Training	Mutagenic	Mutagenic
220	366-70-1	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	NON-Mutagenic	Mutagenic
221	952-23-8	n1c3cc(N)ccc3(cc2ccc(N)cc12)	Training	Mutagenic	Mutagenic
222	105-11-3	ON=C1C=CC(=NO)C=C1	Training	Mutagenic	NON-Mutagenic
223	50-55-5	O=C(OC3CC2CN4CCc1c5ccc(OC)cc5([nH]c1C4(CC2C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Training	NON-Mutagenic	NON-Mutagenic
224	100-42-5	C=Cc1ccccc1	Training	NON-Mutagenic	NON-Mutagenic
225	1596-84-5	O=C(O)CCC(=O)NN(C)C	Training	NON-Mutagenic	Mutagenic
226	95-06-7	C=C(CSC(N(CC)CC)=S)Cl	Training	Mutagenic	Mutagenic
227	127-69-5	O=S(=O)(Nc1onc(c1C)C)c2ccc(N)cc2	Training	NON-Mutagenic	Mutagenic
228	79-34-5	C(C(Cl)Cl)(Cl)Cl	Training	NON-Mutagenic	Mutagenic
229	127-18-4	C(=C(Cl)Cl)(Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
230	961-11-5	O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC	Training	NON-Mutagenic	Mutagenic
231	139-65-1	Nc1ccc(cc1)Sc2ccc(N)cc2	Training	Mutagenic	Mutagenic
232	79-00-5	C(C(Cl)Cl)Cl	Training	NON-Mutagenic	Mutagenic
233	88-06-2	Oc1c(cc(cc1Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
234	1582-09-8	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	Mutagenic	Mutagenic
235	137-17-7	Nc1cc(c(cc1C)C)C	Training	Mutagenic	Mutagenic
236	2489-77-2	N(C(N(C)C)=S)C	Training	NON-Mutagenic	NON-Mutagenic
237	126-72-7	O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br	Training	Mutagenic	Mutagenic
238	100-40-3	C=CC1CC=CCC1	Training	NON-Mutagenic	NON-Mutagenic
239	107-13-1	N#CC=C	Training	Mutagenic	NON-Mutagenic
240	542-88-1	O(CCl)CCl	Training	Mutagenic	Mutagenic
241	107-30-2	O(C)CCl	Training	NON-Mutagenic	Mutagenic
242	505-60-2	C(CSCCCl)Cl	Training	Mutagenic	Mutagenic
243	75-21-8	O1CC1	Training	Mutagenic	Mutagenic
244	56-75-7	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	NON-Mutagenic	Mutagenic
245	148-82-3	O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl	Training	Mutagenic	Mutagenic
246	92-67-1	Nc1ccc(cc1)c2ccccc2	Training	Mutagenic	Mutagenic
247	494-03-1	c1ccc2cc(ccc2(c1))N(CCCl)CCCl	Training	Mutagenic	Mutagenic
248	434-07-1	O=C1C(=CO)CC4(C)(C(C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))	Training	NON-Mutagenic	Mutagenic
249	55-98-1	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	Mutagenic	NON-Mutagenic
250	56-23-5	C(Cl)(Cl)(Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
251	75-34-3	CC(Cl)Cl	Training	NON-Mutagenic	Mutagenic
252	107-06-2	C(CCl)Cl	Training	Mutagenic	Mutagenic
253	75-01-4	C=CCl	Training	Mutagenic	Mutagenic
254	121-88-0	O=[N+]([O-])c1ccc(N)c(O)c1	Training	Mutagenic	Mutagenic
255	7177-48-2	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Training	NON-Mutagenic	NON-Mutagenic
256	100-51-6	OCc1ccccc1	Training	NON-Mutagenic	NON-Mutagenic
257	75-27-4	C(Cl)(Cl)Br	Training	NON-Mutagenic	Mutagenic
258	569-61-9	Nc1ccc(cc1)C(c2ccc(N)cc2)=C3C=CC(=[NH2+])C=C3	Training	Mutagenic	Mutagenic
259	106-46-7	c1cc(ccc1Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
260	75-09-2	C(Cl)Cl	Training	Mutagenic	Mutagenic
261	120-83-2	Oc1ccc(cc1Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
262	513-37-1	C(=C(C)C)Cl	Training	NON-Mutagenic	Mutagenic
263	106-88-7	O1CC1CC	Training	Mutagenic	Mutagenic
264	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	NON-Mutagenic	NON-Mutagenic
265	136-77-6	Oc1ccc(c(O)c1)CCCCCC	Training	NON-Mutagenic	NON-Mutagenic
266	58-93-5	O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)	Training	NON-Mutagenic	NON-Mutagenic
267	5989-27-5	C=C(C)C1CC=C(C)CC1	Training	NON-Mutagenic	NON-Mutagenic
268	24382-04-5	O=CC=C[O-]	Training	NON-Mutagenic	Mutagenic
